Truck_ID,Age,Total_KM_Driven,Fuel_Efficiency,Battery_Health,Service_Delay,Engine_Temp,Repair_Count,Status
T22839,3,34072,6.19,94.2,31,80.1,0,Service Required Soon
T22840,6,68225,5.19,78.7,0,87.2,0,Truck Healthy
T22841,13,172014,3.57,65.2,0,99.9,5,High Risk
T22842,6,81489,4.83,82.9,7,82.1,1,Truck Healthy
T22843,11,129950,4.05,65.9,3,95.8,5,High Risk
T22844,4,41139,5.63,84.1,8,82.9,2,Truck Healthy
T22845,4,56708,6.21,88.6,2,82.8,1,Truck Healthy
T22846,4,50808,6.3,85.1,2,82.8,4,Truck Healthy
T22847,5,63977,5.04,82.3,8,90.1,2,Truck Healthy
T22848,3,42842,6.82,91.3,26,78.3,0,Truck Healthy
T22849,10,128374,4.93,67.9,3,91.2,3,High Risk
T22850,7,105192,5.78,75.2,43,91.3,2,Service Required Soon
T22851,8,105915,4.33,78.5,3,97.8,1,Truck Healthy
T22852,14,127862,2.41,58.2,23,103.0,3,High Risk
T22853,12,111901,3.91,61.8,59,98.5,3,High Risk
T22854,9,100700,4.82,72.7,9,87.0,7,Service Required Soon
T22855,14,121312,3.11,61.6,58,103.1,5,High Risk
T22856,1,10885,6.65,97.5,32,86.2,0,Service Required Soon
T22857,5,51531,6.17,86.4,35,89.8,3,Service Required Soon
T22858,7,96185,5.74,76.9,52,93.7,1,Service Required Soon
T22859,13,126452,4.06,62.9,40,103.8,3,High Risk
T22860,8,101494,4.75,74.4,8,92.3,3,Truck Healthy
T22861,0,838,6.79,99.5,44,75.7,0,High Risk
T22862,4,55964,6.22,91.9,20,86.3,2,Truck Healthy
T22863,3,45013,6.16,87.3,3,84.2,3,Truck Healthy
T22864,13,176855,3.83,60.6,39,101.4,2,High Risk
T22865,12,170680,3.95,67.0,6,94.7,1,High Risk
T22866,2,25416,6.32,91.7,43,79.2,1,Service Required Soon
T22867,7,82809,5.08,82.6,47,86.1,3,Service Required Soon
T22868,7,75344,4.72,78.1,30,87.7,4,High Risk
T22869,1,18765,6.85,92.8,43,89.2,0,High Risk
T22870,7,82093,4.54,83.6,58,94.2,0,Service Required Soon
T22871,6,57521,5.24,83.5,26,90.1,2,Truck Healthy
T22872,9,91399,4.79,70.5,29,95.7,5,Service Required Soon
T22873,2,37412,5.72,93.7,9,77.2,0,Truck Healthy
T22874,5,71480,5.56,88.3,9,87.6,2,Service Required Soon
T22875,9,84238,5.1,78.0,41,87.5,3,High Risk
T22876,9,85970,5.2,76.6,10,94.8,4,Service Required Soon
T22877,8,100759,4.77,73.7,6,94.6,1,Truck Healthy
T22878,13,164518,3.54,58.5,0,100.4,3,High Risk
T22879,1,15980,7.0,97.2,3,84.4,1,Truck Healthy
T22880,14,217957,4.52,61.7,49,96.8,5,High Risk
T22881,6,95585,5.77,85.0,51,85.8,2,Service Required Soon
T22882,10,145688,4.65,74.1,58,88.1,3,Truck Healthy
T22883,10,128213,4.26,65.8,19,93.6,0,High Risk
T22884,7,89472,4.91,83.5,9,88.6,0,Truck Healthy
T22885,2,38016,6.64,91.9,35,84.0,1,Service Required Soon
T22886,11,126966,4.14,67.4,52,98.0,1,High Risk
T22887,3,42777,6.56,86.5,49,84.2,0,High Risk
T22888,8,85992,5.07,73.4,4,90.1,1,Truck Healthy
T22889,10,102028,4.73,73.3,42,94.8,3,High Risk
T22890,8,114112,4.88,71.6,24,92.8,3,Truck Healthy
T22891,2,30079,7.0,90.3,7,84.4,2,Truck Healthy
T22892,0,5125,6.98,100.0,29,84.4,0,Service Required Soon
T22893,4,55390,6.26,87.9,37,81.2,1,Service Required Soon
T22894,13,189843,3.91,64.0,17,93.8,3,High Risk
T22895,14,150300,4.05,55.1,57,98.0,5,High Risk
T22896,0,1090,6.51,95.6,48,82.4,0,Service Required Soon
T22897,3,46166,5.85,89.0,25,86.8,1,Truck Healthy
T22898,8,103741,4.71,74.3,32,97.5,2,Service Required Soon
T22899,3,46597,6.34,94.9,53,87.4,0,Service Required Soon
T22900,5,73932,5.57,83.6,18,91.3,2,Truck Healthy
T22901,1,11247,6.95,100.0,15,85.0,2,Truck Healthy
T22902,9,103118,4.6,71.5,19,99.4,2,Service Required Soon
T22903,11,129691,4.55,67.2,44,91.5,1,High Risk
T22904,6,78774,4.94,79.1,24,82.4,1,Truck Healthy
T22905,4,41220,5.35,90.3,59,86.9,2,Service Required Soon
T22906,9,117146,4.45,72.9,37,99.5,1,High Risk
T22907,11,103692,3.9,64.8,9,97.3,4,High Risk
T22908,3,35404,5.75,95.0,54,84.1,1,Service Required Soon
T22909,10,99991,4.69,72.4,56,103.1,1,Service Required Soon
T22910,13,143521,4.23,63.3,20,102.7,5,High Risk
T22911,0,6864,7.0,99.2,58,75.2,0,Service Required Soon
T22912,4,52510,5.55,88.9,4,87.9,1,Truck Healthy
T22913,9,79711,4.6,70.2,14,95.5,0,Service Required Soon
T22914,6,80494,5.62,82.7,43,90.5,3,Service Required Soon
T22915,0,3713,6.08,97.9,26,81.5,0,Truck Healthy
T22916,9,99466,5.36,70.9,53,88.7,3,Truck Healthy
T22917,4,53261,6.46,89.0,26,89.6,1,Truck Healthy
T22918,6,90177,5.72,79.4,25,94.3,1,Truck Healthy
T22919,2,21405,6.36,95.4,1,78.3,1,Truck Healthy
T22920,12,152281,3.85,59.7,46,95.7,2,Truck Healthy
T22921,14,191028,3.87,55.0,2,103.5,7,High Risk
T22922,4,44706,6.91,93.0,35,87.6,2,Service Required Soon
T22923,6,64284,5.07,80.7,14,79.7,2,Truck Healthy
T22924,0,9262,6.84,95.8,34,79.7,0,Service Required Soon
T22925,4,54657,6.28,86.6,17,81.2,0,Truck Healthy
T22926,11,100343,4.33,64.5,29,97.9,5,High Risk
T22927,10,125028,3.45,73.1,55,89.8,1,High Risk
T22928,13,168602,3.56,59.7,34,104.1,5,High Risk
T22929,5,41623,5.05,83.5,40,90.1,1,Service Required Soon
T22930,11,104876,4.38,64.1,21,97.9,4,High Risk
T22931,4,47572,5.71,84.7,4,86.0,2,Truck Healthy
T22932,4,48680,6.13,83.2,32,91.9,1,Service Required Soon
T22933,10,132879,5.18,65.6,12,92.9,2,High Risk
T22934,9,118719,5.03,70.8,45,93.8,3,High Risk
T22935,8,99585,5.03,72.6,40,95.5,4,Service Required Soon
T22936,7,65656,5.24,75.5,5,90.3,5,Truck Healthy
T22937,12,152077,4.97,63.4,46,91.9,4,High Risk
T22938,5,63627,5.12,89.9,52,84.3,3,Service Required Soon
T22939,9,125079,4.77,70.8,21,92.3,1,Service Required Soon
T22940,12,179731,4.25,59.1,12,95.2,4,High Risk
T22941,7,107612,6.11,74.1,51,92.1,1,Service Required Soon
T22942,9,94766,4.24,68.3,37,96.6,4,High Risk
T22943,12,176927,4.69,67.1,5,100.2,5,High Risk
T22944,4,58245,6.02,88.2,35,79.8,1,Service Required Soon
T22945,14,189676,3.46,62.1,10,104.3,6,High Risk
T22946,4,61144,5.82,88.5,9,85.6,0,Truck Healthy
T22947,14,171423,2.89,63.0,59,104.0,5,High Risk
T22948,8,114847,4.05,78.3,29,89.5,6,Truck Healthy
T22949,1,13974,6.65,97.9,7,80.7,0,Truck Healthy
T22950,6,73784,5.88,86.4,34,99.3,1,Service Required Soon
T22951,7,78859,5.74,79.1,31,89.5,0,Service Required Soon
T22952,0,329,7.0,99.2,22,81.2,0,Truck Healthy
T22953,3,42323,6.51,94.1,18,91.5,0,Truck Healthy
T22954,5,67196,6.02,81.3,32,95.1,0,Service Required Soon
T22955,12,165340,4.45,60.5,17,98.9,6,High Risk
T22956,5,70310,5.59,81.0,22,87.7,0,Truck Healthy
T22957,13,133551,3.15,64.2,10,104.4,2,High Risk
T22958,7,105079,5.35,77.9,36,86.5,6,Service Required Soon
T22959,6,78674,5.3,80.9,20,94.6,2,Truck Healthy
T22960,0,3800,7.0,100.0,6,77.8,0,Truck Healthy
T22961,8,98900,5.41,71.2,25,89.6,0,Truck Healthy
T22962,7,72169,5.48,77.5,26,91.1,1,Truck Healthy
T22963,10,154043,4.07,70.8,25,95.3,2,High Risk
T22964,13,141773,4.02,57.4,27,105.1,4,High Risk
T22965,6,83805,4.85,78.2,47,85.6,0,Service Required Soon
T22966,5,70535,5.26,81.5,7,88.5,1,Truck Healthy
T22967,13,180633,3.74,61.7,11,96.6,1,High Risk
T22968,11,146761,4.31,65.2,8,97.0,1,High Risk
T22969,4,44048,6.1,92.5,0,83.1,1,Truck Healthy
T22970,3,44934,6.11,91.5,2,82.8,1,Truck Healthy
T22971,11,157731,4.63,71.4,46,97.4,3,High Risk
T22972,10,131944,3.98,68.6,58,96.3,2,High Risk
T22973,4,58792,5.86,84.8,59,85.7,2,Service Required Soon
T22974,3,48776,6.51,90.9,28,79.2,1,Truck Healthy
T22975,10,119788,4.53,72.4,10,94.3,3,Service Required Soon
T22976,4,56476,6.19,90.7,49,88.9,3,Service Required Soon
T22977,11,164261,4.12,67.2,8,98.3,6,High Risk
T22978,14,183156,2.7,57.6,56,96.6,2,High Risk
T22979,3,52219,6.18,86.6,7,90.0,0,Truck Healthy
T22980,1,15620,7.0,96.3,50,85.8,0,Service Required Soon
T22981,4,49552,6.53,88.4,14,81.0,0,Truck Healthy
T22982,11,135224,3.83,62.1,35,101.6,3,High Risk
T22983,5,66286,4.88,80.8,18,84.3,0,High Risk
T22984,13,172992,4.08,59.7,23,102.1,6,High Risk
T22985,12,152748,4.77,67.7,23,93.8,3,High Risk
T22986,1,19299,6.89,98.7,46,79.7,1,Service Required Soon
T22987,11,136257,4.68,66.3,55,93.4,6,High Risk
T22988,3,48765,6.16,87.8,9,88.6,1,Truck Healthy
T22989,8,86189,5.03,71.7,25,91.0,1,Truck Healthy
T22990,8,81739,4.59,77.2,48,91.5,2,Service Required Soon
T22991,1,17338,7.0,100.0,54,81.9,1,High Risk
T22992,3,48492,5.88,92.7,31,91.2,0,Service Required Soon
T22993,9,111794,4.58,69.2,2,97.2,4,High Risk
T22994,10,153548,4.78,71.1,59,90.3,3,High Risk
T22995,13,134230,3.09,58.0,39,100.8,2,High Risk
T22996,12,155235,4.27,63.1,17,94.3,3,High Risk
T22997,3,29859,5.81,93.2,3,90.3,2,Truck Healthy
T22998,10,118405,5.37,66.0,3,97.9,3,High Risk
T22999,10,135755,4.48,67.7,12,97.6,1,High Risk
T23000,10,91730,3.79,66.6,57,94.7,1,High Risk
T23001,12,151071,3.78,61.8,27,101.5,4,High Risk
T23002,12,114729,3.12,68.7,4,104.9,4,High Risk
T23003,7,102061,5.3,77.7,25,85.3,2,Truck Healthy
T23004,11,99572,4.61,67.0,26,103.7,9,High Risk
T23005,8,107038,5.47,80.2,38,89.1,2,Service Required Soon
T23006,5,48908,5.68,86.5,0,90.2,3,Truck Healthy
T23007,4,52328,6.26,92.5,2,86.8,0,Truck Healthy
T23008,8,97982,5.67,74.8,49,92.7,3,Service Required Soon
T23009,10,97310,3.81,67.4,19,95.7,5,Truck Healthy
T23010,14,161378,3.74,57.6,17,106.7,2,High Risk
T23011,8,89194,4.98,74.9,6,89.2,2,Truck Healthy
T23012,13,130514,3.51,58.2,15,101.2,3,High Risk
T23013,10,105769,4.64,71.7,22,96.7,5,Service Required Soon
T23014,3,35103,6.98,94.2,17,88.0,0,Truck Healthy
T23015,10,119594,4.08,70.0,51,93.5,2,High Risk
T23016,6,71996,5.92,86.5,46,92.2,0,Service Required Soon
T23017,8,80549,4.42,72.8,46,84.3,5,Service Required Soon
T23018,3,46080,6.5,91.5,20,80.0,0,Truck Healthy
T23019,3,49831,6.14,87.3,4,79.0,0,Truck Healthy
T23020,5,78041,6.2,86.7,40,88.1,1,Service Required Soon
T23021,13,183441,3.15,64.9,56,99.7,2,High Risk
T23022,6,78251,4.87,83.0,8,90.2,1,Truck Healthy
T23023,14,190737,3.72,55.6,41,96.2,4,High Risk
T23024,14,172497,3.4,61.6,31,107.5,4,High Risk
T23025,7,73607,6.12,79.6,49,87.3,3,Service Required Soon
T23026,2,20124,6.97,93.3,34,82.8,1,Service Required Soon
T23027,10,108878,4.13,69.5,9,96.1,4,Service Required Soon
T23028,0,2997,7.0,100.0,49,83.1,0,Service Required Soon
T23029,12,183922,3.39,68.2,59,101.5,2,High Risk
T23030,2,23871,6.71,89.6,13,85.8,0,High Risk
T23031,5,75251,5.97,81.5,13,88.5,3,Truck Healthy
T23032,6,92002,5.15,83.7,44,83.2,1,Service Required Soon
T23033,8,112109,5.6,73.6,29,90.6,2,Truck Healthy
T23034,9,123020,3.76,73.5,20,94.1,0,High Risk
T23035,10,118660,4.0,67.1,26,94.9,4,High Risk
T23036,11,139858,3.7,63.6,8,105.1,1,High Risk
T23037,2,36851,6.09,94.5,9,86.3,2,Truck Healthy
T23038,2,32981,6.31,94.0,47,81.6,0,High Risk
T23039,11,120865,4.46,67.9,7,100.1,2,High Risk
T23040,9,128739,5.01,70.8,21,94.7,2,Service Required Soon
T23041,8,109502,4.81,75.7,50,89.7,4,Service Required Soon
T23042,9,106861,4.61,72.1,7,99.3,2,Service Required Soon
T23043,5,53658,6.11,88.4,5,83.2,0,Truck Healthy
T23044,7,85737,5.1,79.3,44,96.3,2,Service Required Soon
T23045,10,85772,3.76,69.6,30,97.2,1,High Risk
T23046,7,92965,4.68,76.3,39,85.3,2,Service Required Soon
T23047,6,87877,6.24,78.8,48,85.5,1,Service Required Soon
T23048,7,83261,5.66,74.2,46,87.1,2,Truck Healthy
T23049,0,2184,7.0,100.0,41,76.8,0,Service Required Soon
T23050,9,86325,4.33,72.8,41,94.8,2,High Risk
T23051,9,86546,4.14,74.2,44,91.2,5,High Risk
T23052,5,54359,5.21,87.1,34,84.4,1,Service Required Soon
T23053,4,49088,6.1,90.7,36,87.3,3,Service Required Soon
T23054,4,40594,5.92,84.8,2,89.9,2,Truck Healthy
T23055,14,142624,3.71,56.2,12,103.8,8,High Risk
T23056,8,120560,5.14,80.9,53,92.1,1,Service Required Soon
T23057,12,148189,4.09,63.0,48,100.0,4,High Risk
T23058,13,193923,4.42,61.0,27,101.0,8,High Risk
T23059,13,180763,3.84,63.4,5,101.6,8,High Risk
T23060,4,62821,6.0,90.2,0,89.0,3,Truck Healthy
T23061,14,130019,3.06,53.3,58,99.0,6,High Risk
T23062,9,88770,5.0,69.0,51,91.0,2,High Risk
T23063,12,139626,4.36,59.1,51,104.9,3,High Risk
T23064,6,89019,5.55,82.9,37,91.0,5,Service Required Soon
T23065,2,26298,6.56,93.9,37,82.0,1,Service Required Soon
T23066,7,107791,5.19,81.3,22,90.1,2,Truck Healthy
T23067,7,71854,5.19,83.6,22,89.4,1,Truck Healthy
T23068,8,83691,4.78,73.9,6,100.8,1,Service Required Soon
T23069,11,97492,4.62,62.9,16,93.3,3,High Risk
T23070,7,94843,5.75,81.9,14,94.2,4,Truck Healthy
T23071,8,116392,4.45,78.0,34,92.1,2,Service Required Soon
T23072,8,76970,4.88,72.8,33,96.7,3,Truck Healthy
T23073,9,80577,4.77,73.3,43,100.2,5,High Risk
T23074,3,33262,6.08,88.2,40,80.8,0,Service Required Soon
T23075,5,79522,5.94,87.5,57,83.1,1,Service Required Soon
T23076,6,58683,5.45,79.9,52,85.7,1,Service Required Soon
T23077,7,94781,5.31,76.8,42,92.2,1,Service Required Soon
T23078,10,113181,4.9,73.9,20,92.4,1,Service Required Soon
T23079,7,69600,5.82,78.8,4,91.9,0,Truck Healthy
T23080,11,142532,3.77,68.6,54,91.9,1,High Risk
T23081,13,183274,3.12,59.9,46,97.7,4,High Risk
T23082,13,183185,3.59,61.6,48,95.3,1,High Risk
T23083,2,27816,5.62,96.2,5,81.0,0,Truck Healthy
T23084,13,144392,3.24,61.3,17,99.3,5,High Risk
T23085,13,134530,3.74,65.1,3,105.8,3,High Risk
T23086,5,65750,5.88,84.5,6,94.7,0,Truck Healthy
T23087,4,37244,6.38,85.0,39,89.0,0,Service Required Soon
T23088,9,80173,3.67,75.3,58,94.3,1,High Risk
T23089,14,167400,3.34,57.8,30,103.3,6,High Risk
T23090,1,19519,6.72,94.6,39,78.4,0,Service Required Soon
T23091,14,140490,3.43,54.5,47,101.9,5,High Risk
T23092,9,137368,4.43,73.0,30,89.4,0,Service Required Soon
T23093,6,69648,5.67,78.4,30,94.1,3,Truck Healthy
T23094,2,25092,6.68,93.8,44,87.5,0,Service Required Soon
T23095,5,64458,5.03,82.6,32,86.9,4,Service Required Soon
T23096,1,11172,6.21,92.9,53,85.9,0,Service Required Soon
T23097,13,123818,3.47,59.8,2,102.6,2,High Risk
T23098,13,197510,3.75,62.4,0,97.4,5,High Risk
T23099,11,93341,4.05,71.8,8,97.7,4,High Risk
T23100,7,64849,4.63,74.3,3,92.0,2,Service Required Soon
T23101,11,143993,4.27,63.4,24,97.6,3,High Risk
T23102,8,117485,5.39,78.1,21,94.0,1,Truck Healthy
T23103,4,49553,5.98,86.9,23,83.5,1,Truck Healthy
T23104,0,247,7.0,100.0,29,73.6,0,Truck Healthy
T23105,11,124896,4.35,65.2,25,95.9,3,High Risk
T23106,13,176729,3.0,63.4,20,93.7,7,High Risk
T23107,10,133062,3.72,68.2,19,97.1,2,Truck Healthy
T23108,12,145859,4.44,59.2,4,92.3,3,High Risk
T23109,5,47985,6.42,84.4,50,88.9,2,Service Required Soon
T23110,1,22470,6.61,100.0,46,87.1,0,Service Required Soon
T23111,1,21165,6.59,94.5,2,75.8,0,Truck Healthy
T23112,10,136426,4.58,74.7,31,95.0,3,High Risk
T23113,10,121480,4.43,74.8,57,97.7,6,High Risk
T23114,12,138349,3.74,65.1,0,98.5,3,High Risk
T23115,12,145906,3.55,59.1,12,96.7,4,High Risk
T23116,10,148203,4.04,66.3,7,92.2,2,High Risk
T23117,11,150574,4.04,66.8,41,99.5,6,High Risk
T23118,14,176874,3.9,58.9,46,105.8,3,High Risk
T23119,12,165122,3.63,67.0,55,94.3,3,High Risk
T23120,1,22811,7.0,97.8,38,80.3,0,Service Required Soon
T23121,7,96503,5.71,75.4,32,93.2,1,Truck Healthy
T23122,9,115733,5.08,70.0,33,97.8,4,High Risk
T23123,11,151208,3.91,67.2,42,97.4,2,High Risk
T23124,1,13209,6.76,100.0,33,80.8,1,Service Required Soon
T23125,10,134856,4.53,67.0,51,98.3,4,High Risk
T23126,4,58769,5.65,85.2,29,85.6,2,Truck Healthy
T23127,4,49094,6.57,85.0,7,81.6,0,Truck Healthy
T23128,9,106920,4.56,69.6,11,96.2,4,High Risk
T23129,9,137042,5.09,75.5,2,95.0,4,Service Required Soon
T23130,8,80855,5.19,80.1,4,92.8,3,Truck Healthy
T23131,4,61216,6.04,89.8,55,87.6,2,Service Required Soon
T23132,14,162617,3.24,60.1,10,98.1,7,High Risk
T23133,5,66013,5.44,81.0,33,87.4,3,Service Required Soon
T23134,10,134154,3.95,65.6,48,89.2,3,High Risk
T23135,0,8137,6.56,97.8,30,79.6,0,Truck Healthy
T23136,11,142985,4.92,67.7,27,98.5,3,High Risk
T23137,4,44404,6.17,92.7,59,83.7,0,Service Required Soon
T23138,5,59037,4.76,81.4,33,86.3,1,Service Required Soon
T23139,3,31457,6.75,90.4,37,89.1,1,Service Required Soon
T23140,14,117791,3.67,62.7,58,94.9,5,High Risk
T23141,13,199245,3.87,64.9,0,94.4,5,High Risk
T23142,9,111501,5.99,76.6,19,91.8,2,Service Required Soon
T23143,11,143624,3.87,69.9,36,101.0,3,High Risk
T23144,8,91283,5.06,79.2,12,93.6,4,Service Required Soon
T23145,3,34961,5.91,88.0,35,84.7,0,Service Required Soon
T23146,8,113672,4.74,77.7,1,91.7,3,High Risk
T23147,8,71947,4.26,75.7,35,95.1,2,Service Required Soon
T23148,7,85510,5.79,83.7,35,86.3,1,Service Required Soon
T23149,8,121908,4.57,76.7,48,94.8,5,Service Required Soon
T23150,2,27607,7.0,92.0,44,89.4,0,Service Required Soon
T23151,2,23110,6.49,90.7,5,81.0,1,High Risk
T23152,2,33544,6.01,92.4,8,77.0,2,Truck Healthy
T23153,10,106387,4.51,67.2,38,89.2,7,High Risk
T23154,9,132151,5.38,77.3,16,97.5,5,Service Required Soon
T23155,13,114375,3.69,60.1,11,103.7,10,High Risk
T23156,14,178692,2.96,54.7,53,103.7,7,High Risk
T23157,5,49254,5.53,89.1,9,89.1,2,Truck Healthy
T23158,14,208078,3.17,62.7,30,98.5,5,High Risk
T23159,2,22184,6.35,95.4,28,86.3,0,Truck Healthy
T23160,9,88681,5.0,71.2,1,95.2,2,Service Required Soon
T23161,10,133551,4.18,72.4,35,94.5,6,High Risk
T23162,11,123342,4.4,66.1,45,95.4,4,High Risk
T23163,11,131033,4.72,65.3,41,96.1,3,High Risk
T23164,9,134000,5.19,69.6,54,91.1,3,High Risk
T23165,6,88886,5.26,79.3,19,87.9,7,Truck Healthy
T23166,14,163396,3.31,59.9,16,104.2,3,High Risk
T23167,10,130953,4.87,66.3,7,90.2,6,High Risk
T23168,10,101728,3.7,69.6,57,90.6,5,High Risk
T23169,1,12992,6.58,100.0,47,82.0,1,Service Required Soon
T23170,0,7908,7.0,100.0,28,80.7,0,Truck Healthy
T23171,14,164702,3.01,61.1,2,103.3,6,High Risk
T23172,11,132566,4.62,67.4,4,102.5,3,High Risk
T23173,12,178341,4.23,66.0,39,103.7,4,Service Required Soon
T23174,7,77154,5.07,80.2,44,87.7,3,Service Required Soon
T23175,0,2482,7.0,96.9,6,81.2,0,Truck Healthy
T23176,12,148606,3.78,65.8,18,98.0,5,High Risk
T23177,6,87008,5.17,85.7,35,82.9,3,Service Required Soon
T23178,13,136529,4.05,65.1,25,95.3,9,High Risk
T23179,12,124361,3.48,59.9,36,97.0,4,High Risk
T23180,12,175528,3.56,67.3,58,94.6,3,High Risk
T23181,7,77053,5.77,76.7,51,87.0,1,Service Required Soon
T23182,10,152140,3.55,67.4,47,97.8,4,High Risk
T23183,4,42213,5.6,88.6,26,88.1,0,Truck Healthy
T23184,7,78300,5.37,74.3,12,93.6,2,Truck Healthy
T23185,2,35836,5.89,91.2,25,78.3,0,Truck Healthy
T23186,4,61586,5.41,91.6,42,87.1,3,Service Required Soon
T23187,8,94157,4.64,74.7,34,94.1,0,Service Required Soon
T23188,6,71754,5.37,79.1,16,89.2,1,Truck Healthy
T23189,6,84741,5.46,83.9,0,90.9,1,Truck Healthy
T23190,7,98288,5.31,79.8,13,86.8,2,Truck Healthy
T23191,3,38469,6.23,92.5,7,90.2,1,Truck Healthy
T23192,13,190546,3.95,61.6,49,100.2,1,High Risk
T23193,4,45184,6.48,88.9,28,81.9,1,Truck Healthy
T23194,3,41534,5.77,90.1,4,81.1,2,Truck Healthy
T23195,4,42085,6.23,91.6,35,87.8,2,Service Required Soon
T23196,4,57700,6.44,83.8,22,86.0,1,Truck Healthy
T23197,3,39287,6.59,88.0,54,81.7,1,Service Required Soon
T23198,9,125051,4.93,71.1,57,88.4,4,High Risk
T23199,10,111611,4.61,68.7,39,98.8,4,High Risk
T23200,5,44495,6.16,85.9,21,87.3,2,Truck Healthy
T23201,14,181104,3.83,56.4,32,104.1,4,High Risk
T23202,9,138106,4.28,74.9,9,95.1,3,Service Required Soon
T23203,4,49443,6.04,91.0,12,90.7,1,Truck Healthy
T23204,7,102314,5.3,76.0,25,91.7,1,Truck Healthy
T23205,13,150266,3.86,62.6,34,100.5,5,High Risk
T23206,8,75060,5.19,73.5,40,95.9,3,Service Required Soon
T23207,11,142829,5.0,68.7,59,91.0,1,High Risk
T23208,14,191628,3.55,60.3,25,101.3,5,High Risk
T23209,13,167709,3.85,62.2,52,98.9,8,High Risk
T23210,14,183796,3.21,62.0,13,102.9,4,High Risk
T23211,14,208919,3.48,57.4,8,100.6,8,High Risk
T23212,4,63727,5.46,92.8,19,86.6,0,Truck Healthy
T23213,7,101706,5.97,80.7,24,83.5,4,Truck Healthy
T23214,13,180905,4.11,57.2,0,99.9,5,High Risk
T23215,7,86309,5.03,83.9,31,87.5,1,Service Required Soon
T23216,6,67613,5.48,79.7,13,91.3,6,Truck Healthy
T23217,3,34125,5.89,87.9,19,89.7,1,Truck Healthy
T23218,7,93098,5.28,83.7,22,83.2,1,Service Required Soon
T23219,6,81154,5.45,84.1,38,88.0,2,Service Required Soon
T23220,4,49716,6.21,92.5,13,91.5,1,Truck Healthy
T23221,14,165227,2.99,56.6,9,102.3,4,High Risk
T23222,11,137483,4.33,71.9,50,98.3,3,High Risk
T23223,11,112765,4.12,68.5,44,90.0,2,High Risk
T23224,13,140076,3.7,61.9,1,104.3,3,High Risk
T23225,5,41790,5.92,86.3,37,85.7,1,Service Required Soon
T23226,14,187359,3.1,58.6,16,96.6,3,High Risk
T23227,3,47853,6.79,87.7,16,87.8,0,Truck Healthy
T23228,6,57564,6.92,85.3,33,85.4,4,Service Required Soon
T23229,11,149301,4.12,64.3,31,101.3,5,High Risk
T23230,4,53528,5.26,90.9,29,90.5,1,Truck Healthy
T23231,13,164819,3.89,60.0,59,102.3,5,High Risk
T23232,6,80627,5.22,82.5,48,92.0,1,Service Required Soon
T23233,8,125220,5.96,76.8,20,93.7,3,Truck Healthy
T23234,14,148969,3.81,54.8,29,100.9,3,High Risk
T23235,2,33870,5.78,97.7,42,87.9,2,Service Required Soon
T23236,1,19344,7.0,94.3,48,79.1,2,Truck Healthy
T23237,10,94447,4.97,71.9,49,91.0,5,High Risk
T23238,13,138670,3.06,57.6,10,99.3,9,High Risk
T23239,14,139056,3.65,55.3,22,100.5,5,High Risk
T23240,5,50078,4.99,81.2,57,93.0,3,Service Required Soon
T23241,9,78723,4.98,74.9,31,90.7,3,High Risk
T23242,12,156910,4.37,60.1,23,95.4,2,High Risk
T23243,4,59939,5.78,85.9,34,88.6,0,Service Required Soon
T23244,5,56302,5.4,87.6,9,85.1,1,Truck Healthy
T23245,3,41393,5.15,94.5,54,83.0,3,Service Required Soon
T23246,9,110091,4.86,70.9,36,97.6,5,High Risk
T23247,11,133686,3.55,62.8,2,95.6,1,High Risk
T23248,2,31677,6.35,96.8,22,84.7,0,Truck Healthy
T23249,3,41712,6.93,93.8,7,88.3,0,Truck Healthy
T23250,13,179951,3.91,56.3,27,101.6,1,High Risk
T23251,10,119754,5.05,66.5,21,92.2,6,High Risk
T23252,14,201105,3.9,62.1,38,103.6,5,High Risk
T23253,12,141562,3.71,62.8,3,103.6,2,High Risk
T23254,13,124266,4.13,62.7,26,101.6,8,High Risk
T23255,13,125193,3.76,57.9,32,97.7,5,Service Required Soon
T23256,7,102277,4.99,80.8,28,95.7,2,Truck Healthy
T23257,6,64101,5.98,78.8,32,83.0,2,Service Required Soon
T23258,10,98201,4.78,73.3,55,93.8,2,High Risk
T23259,14,187669,3.81,57.9,22,100.9,4,High Risk
T23260,10,98678,5.08,69.6,34,90.1,4,High Risk
T23261,6,92530,5.15,84.3,43,90.4,0,Service Required Soon
T23262,11,144091,4.08,70.0,9,98.0,5,High Risk
T23263,4,48765,6.04,85.6,18,87.4,1,Truck Healthy
T23264,13,114289,3.99,59.2,56,102.9,8,High Risk
T23265,1,16810,6.47,97.6,34,84.7,0,Service Required Soon
T23266,5,75835,6.61,82.6,4,90.8,2,Truck Healthy
T23267,7,102955,5.2,76.9,33,88.1,1,Service Required Soon
T23268,1,11657,6.34,93.1,34,85.0,0,Service Required Soon
T23269,11,117819,4.66,67.2,23,92.8,4,High Risk
T23270,9,95004,4.7,76.9,7,95.6,0,Service Required Soon
T23271,0,3766,7.0,96.7,38,76.9,0,Service Required Soon
T23272,3,39992,6.68,94.8,52,90.0,2,Service Required Soon
T23273,2,23751,6.81,95.2,37,84.7,1,Service Required Soon
T23274,4,37236,6.09,85.5,8,90.8,2,Truck Healthy
T23275,4,60119,6.31,90.2,3,84.5,1,Truck Healthy
T23276,13,116722,3.49,59.3,55,100.3,3,High Risk
